,rmse,mean,median,std,min,max,sse
imu_incremental,0.5622501684133873,0.5234006907759969,0.4687199259675113,0.20537032106926167,0.008532211101724536,0.9661876149242106,1383.0479769788603
imu,0.5921722910675327,0.551044018655308,0.49615209217690004,0.2168375239952235,0.0311629349119793,1.0282068059787757,1535.224601665171
